review_concept_key	concept_form	source_key	seed_proposal_key	name	hierarchy_level	source_path	effective_semantic_kind	source_candidate_origin	owner_approval_state
5a08e27fa28d43282a36dfdd3a54a45d0c5a4c926ec2d19787613304ed320197	SINGLETON	035	1cc1a8b85cbddf700ba4dfdd0b8f23a7c13078dab2583b7b4d3d1329525a3817	교량가설	W_MID	본공사성가설공사 > 교량가설	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
acf048a5240dfcfa6c13ef808f343ba91df60c7588b714ad55e193b842d47c36	SINGLETON	037	83d2374ad808f954472683e4336426c74b21361b58bc49afd90ae0f463bdf409	가물막이	W_MID	본공사성가설공사 > 가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
9922a5bca521c30d62f034f6aa1ed906c4dea72b28f4eb16321cc489f2f62b0d	SINGLETON	0371	60d02cc3625ee6407c89e96e401158247d963014d5d8b7a5bcdba21fdbe8c54d	나무널말뚝가물막이	W_LEAF	본공사성가설공사 > 가물막이 > 나무널말뚝가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
b9aec605098ac5c84043f1bff9e1c04cdae3d0cb6fcdd389b48d9f656aca975e	SINGLETON	0372	975cb6c0568ed2b783d2d0c6a58dcc8cc3a65aa29c7a15548a25f3d9e50bd966	SheetPile가물막이	W_LEAF	본공사성가설공사 > 가물막이 > SheetPile가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
c582770b2e2875480369557c452dd0492caaf3fe84fd84946ba46a9607bda689	SINGLETON	0373	cb3e7b87864a42cd651e9999dda3899765695750eae73417932c92bf9f92fa2e	P.P마대가물막이	W_LEAF	본공사성가설공사 > 가물막이 > P.P마대가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
40e50be53a2c2f65625b6a16a4c34552caf95de404993c49b8be1cbf38dd0e60	SINGLETON	0374	4f6c82c96a3a7758959f4645833ee8dc45b8253e527a20d75a66fbf09ea56b1d	토사가물막이	W_LEAF	본공사성가설공사 > 가물막이 > 토사가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
95548b01409deeeb665cdd233c9727acf68309b39ff4e80422db5348e00569b7	SINGLETON	0375	5e740e4242285312261fec363738997666fb0c6fd70b2538fdf0662143893eb5	사석가물막이	W_LEAF	본공사성가설공사 > 가물막이 > 사석가물막이	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
83fc91b21a418eac68f4548a7e1771a17929caa44620f5cf00f8eaee98dc8a33	SINGLETON	038	da24560ea603b933412864f4de6f9964df311bc9b5436095be4860d483cdfd4c	가체절	W_MID	본공사성가설공사 > 가체절	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
1a392c4093512b03c51e18de329616928460763dd57577c1260eab06a3341b8f	SINGLETON	05	db101f4ddec107e52c12c2fc16fdd8a93cfbf1c5c8dc6853b0d7d497d9fa9a3a	현장유지관리	W_ROOT	현장유지관리	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
e36382f0d8f225fe74d5e7a526053c2fb280393d66819903c899d1baaecfd9c3	SINGLETON	051	eb4509535157edb86ac8f9a6ec0e7a2196b60a0d293d3c3b8f960af93d805e15	가설공해방지	W_MID	현장유지관리 > 가설공해방지	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
